,mmsi,imo,dataset,loitering,authorized_encounter,partial_encounter,pending_encounter,unknown_encounter,encounter,loitering_06,encounters_06,loitering_12,encounters_12,port_name,port_country,visit_times,last_port_name,last_port_country,last_visit_times,total_meetup,average_meetup,last_port_visit_month,avg_month_port_visit,meetup_since_last_port,month_since_last_port,likely_remaining_meetup,"('count', 'Kuril Islands (Japan v. Russia)')","('count', 'United States Exclusive Economic Zone (Alaska)')","('count', 'Guinea Bissau Exclusive Economic Zone')","('count', 'Chinese Exclusive Economic Zone')","('count', 'Japanese Exclusive Economic Zone')","('count', 'Kiribati Exclusive Economic Zone')","('count', 'Indonesian Exclusive Economic Zone')","('count', 'Canadian Exclusive Economic Zone')","('eez_visit', 'Kuril Islands (Japan v. Russia)')","('eez_visit', 'United States Exclusive Economic Zone (Alaska)')","('eez_visit', 'Guinea Bissau Exclusive Economic Zone')","('eez_visit', 'Chinese Exclusive Economic Zone')","('eez_visit', 'Japanese Exclusive Economic Zone')","('eez_visit', 'Kiribati Exclusive Economic Zone')","('eez_visit', 'Indonesian Exclusive Economic Zone')","('eez_visit', 'Canadian Exclusive Economic Zone')","('rfmo_visit', 'ACAP')","('rfmo_visit', 'APFIC')","('rfmo_visit', 'BOBP-IGO')","('rfmo_visit', 'CACFISH')","('rfmo_visit', 'CCAMLR')","('rfmo_visit', 'CCSBT')","('rfmo_visit', 'CCSBT-proposed')","('rfmo_visit', 'COREP')","('rfmo_visit', 'CPPS')","('rfmo_visit', 'EIFAAC')","('rfmo_visit', 'FFA')","('rfmo_visit', 'GFCM')","('rfmo_visit', 'IATTC')","('rfmo_visit', 'ICCAT')","('rfmo_visit', 'ICES')","('rfmo_visit', 'IOTC')","('rfmo_visit', 'IPHC')","('rfmo_visit', 'IWC')","('rfmo_visit', 'NAFO')","('rfmo_visit', 'NAMMCO')","('rfmo_visit', 'NASCO')","('rfmo_visit', 'NPAFC')","('rfmo_visit', 'NPFC')","('rfmo_visit', 'PICES')","('rfmo_visit', 'RECOFI')","('rfmo_visit', 'SEAFDEC')","('rfmo_visit', 'SIOFA')","('rfmo_visit', 'SPC')","('rfmo_visit', 'SPRFMO')","('rfmo_visit', 'SRFC')","('rfmo_visit', 'SWIOFC')","('rfmo_visit', 'WCPFC')",ETA,Call Sign,Name,Year Built,Latitude,Longitude,Heading,Flag,Deadweight,MMSI,Registered Owner,Speed,Builder,Port Of Registry,Navigation Status,at_port,MRGID_TER1,TERRITORY1,TERRITORY2,SOVEREIGN1,SOVEREIGN2,ISO_SOV1,in_eez,in_us_eez,in_five_eyes_eez,in_nato_eez,distance_us,nearest_us_territory
3392,228217600,,API-port,0,1,0,0,0,1,0,0,0,0,SETE,FRA,18.0,IBIZA,ESP,5/26/22,1,0.021276596,2022-05,1.0,0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3393,273842420,,API-port,0,0,0,0,1,1,0,0,0,0,OKTYABRSKIY,RUS,259.0,OKTYABRSKIY,RUS,9/11/22,1,0.003846154,2022-09,1.0,0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3394,273317120,,API-port,0,0,0,0,1,1,0,0,0,0,OKTYABRSKIY,RUS,249.0,OKTYABRSKIY,RUS,9/11/22,1,0.004,2022-09,1.0,0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3395,273451770,,API-port,0,0,0,0,13,13,0,0,0,0,OKTYABRSKIY,RUS,135.0,OKTYABRSKIY,RUS,9/13/22,13,0.092857143,2022-09,2.6,0,2.0,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3396,273444440,,API-port,0,0,0,0,1,1,0,0,0,0,OKTYABRSKIY,RUS,282.0,OKTYABRSKIY,RUS,9/11/22,1,0.003546099,2022-09,1.0,0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3397,416000154,,API-port,0,2,4,0,0,6,0,0,0,0,PORT LOUIS,MUS,24.0,LIUQIU,TWN,3/3/21,6,0.222222222,2021-03,1.0,0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3398,440595000,,API-port,0,2,7,0,0,9,0,0,0,0,BUSAN,KOR,11.0,BUSAN,KOR,9/26/20,9,0.692307692,2020-09,1.0,2,25.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3399,367658000,,API-port,0,14,0,0,0,14,0,0,0,0,DUTCH HARBOR,USA,167.0,DUTCH HARBOR,USA,9/14/22,14,0.046822742,2022-09,1.166666667,0,2.0,2.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3400,440703000,,API-port,0,4,4,0,1,9,0,0,0,0,BUSAN,KOR,8.0,MAJURO,MHL,2/11/20,9,0.818181818,2020-02,1.0,0,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3401,273426300,,API-port,0,0,0,0,2,2,0,0,0,0,MURMANSK,RUS,22.0,MURMANSK,RUS,7/25/19,2,0.090909091,2019-07,1.0,0,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3402,642123456,,API-port,0,0,0,0,2,2,0,0,0,0,CESME,TUR,3.0,CESME,TUR,5/3/18,2,0.222222222,2018-05,2.0,0,54.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3403,412231055,,API-port,0,0,3,0,0,3,0,0,0,0,CALLAO,PER,2.0,CALLAO,PER,10/24/17,3,1.5,2017-10,1.0,2,61.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3404,273824810,,API-port,0,0,0,0,12,12,0,0,0,0,SEVERO-KURIL'SK,RUS,60.0,SEVERO-KURIL'SK,RUS,3/22/22,12,0.102564103,2022-03,1.2,1,8.0,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3405,273317030,,API-port,0,0,0,1,66,67,0,0,0,0,PETROPAVLOVSK,RUS,35.0,PETROPAVLOVSK-KAMCHATSKY,RUS,4/5/22,67,0.943661972,2022-04,1.789473684,5,7.0,7.526315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3406,271062053,,API-port,0,2,0,0,0,2,0,0,0,0,ERDEK,TUR,13.0,ANTALYA OFFSHORE TERMINAL,TUR,6/24/21,2,0.025974026,2021-06,2.0,0,17.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3407,303679000,,API-port,0,1,0,0,0,1,0,0,0,0,WARRENTON,USA,35.0,NEWPORT,USA,2/9/21,1,0.005524862,2021-02,1.0,0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3408,273451570,,API-port,0,0,0,0,3,3,0,0,0,0,KIRKENES,NOR,121.0,KIRKENES,NOR,8/29/22,3,0.021126761,2022-08,1.666666667,2,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3409,273825610,,API-port,0,0,0,0,5,5,0,0,0,0,NAKHODKA,RUS,21.0,PETROPAVLOVSK,RUS,6/8/22,5,0.087719298,2022-06,1.0,0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3410,412329656,,API-port,0,1,3,0,9,13,0,0,0,0,BUSAN,KOR,19.0,BUSAN,KOR,5/19/22,13,0.220338983,2022-05,1.4,1,6.0,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3411,273619100,,API-port,0,0,0,3,69,72,0,0,0,0,TILICHIKI,RUS,15.0,VLADIVOSTOK,RUS,4/16/22,72,0.8,2022-04,1.738095238,8,7.0,4.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3412,368046000,,API-port,0,1,0,0,0,1,0,0,0,0,POHNPEI,FSM,15.0,POHNPEI,FSM,5/20/18,1,0.033333333,2018-05,1.0,0,54.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3413,412329463,,API-port,0,0,28,0,22,50,0,0,0,0,PUNTA ARENAS,CHL,8.0,PUNTA ARENAS,CHL,12/9/21,50,2.777777778,2021-12,1.133333333,6,11.0,6.466666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3414,515303000,,API-port,0,0,0,0,28,28,0,0,0,0,PUNTA ARENAS,CHL,6.0,PUNTA ARENAS,CHL,12/22/15,28,2.333333333,2015-12,1.333333333,2,83.0,108.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3415,412329632,,API-port,0,0,26,0,27,53,0,0,0,0,CALLAO,PER,9.0,PUNTA ARENAS,CHL,11/27/21,53,1.892857143,2021-11,1.227272727,7,11.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3416,271062037,,API-port,0,1,0,0,0,1,0,0,0,0,ERDEK,TUR,66.0,SILE,TUR,9/15/22,1,0.003676471,2022-09,1.0,0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3417,259539000,,API-port,0,0,0,0,68,68,0,0,0,0,SOUTH GEORGIA,SGS,55.0,SOUTH GEORGIA,SGS,8/23/22,68,0.468965517,2022-08,1.511111111,0,3.0,4.533333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3418,412331075,,API-port,0,0,8,0,3,11,0,0,0,0,MONTEVIDEO,URY,5.0,RECALADA,URY,7/7/22,11,0.733333333,2022-07,1.0,0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3419,441233000,,API-port,0,4,5,0,0,9,0,0,0,0,BUSAN,KOR,8.0,YEOSU,KOR,5/11/21,9,0.310344828,2021-05,1.0,2,18.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3420,273897710,,API-port,0,0,0,1,137,138,0,0,0,0,PETROPAVLOVSK,RUS,31.0,PETROPAVLOVSK,RUS,5/2/22,138,2.123076923,2022-05,2.171875,8,6.0,5.03125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3421,367150610,,API-port,0,1,0,0,0,1,0,0,0,0,PETERSBURG,USA,113.0,YAKUTAT,USA,9/15/22,1,0.00456621,2022-09,1.0,0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3422,431700980,,API-port,0,12,0,0,0,12,0,0,0,0,TANJUNG BENOA,IDN,23.0,SHIMIZU,JPN,2/21/22,12,0.244897959,2022-02,1.0,1,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3423,431797000,,API-port,0,0,1,0,2,3,0,0,0,0,YAIZU,JPN,6.0,YAIZU,JPN,8/17/21,3,0.15,2021-08,1.0,0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3424,664632000,,API-port,0,1,0,0,0,1,0,0,0,0,SINGAPORE,SGP,4.0,SHIMIZU,JPN,2/16/21,1,0.111111111,2021-02,1.0,0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3425,271056066,,API-port,0,4,0,0,71,75,0,0,0,0,SIGACIK,TUR,103.0,ISTANBUL,TUR,9/13/22,75,0.13368984,2022-09,9.375,0,2.0,18.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3426,412331074,,API-port,0,0,6,0,11,17,0,0,0,0,MONTEVIDEO,URY,6.0,MONTEVIDEO,URY,12/17/21,17,1.0625,2021-12,1.307692308,1,11.0,13.38461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3427,273848210,,API-port,0,0,0,1,84,85,0,0,0,0,PETROPAVLOVSK,RUS,41.0,PETROPAVLOVSK,RUS,7/15/22,85,1.214285714,2022-07,1.734693878,1,4.0,5.93877551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3428,273445180,,API-port,0,0,0,2,39,41,0,0,0,0,BUSAN,KOR,13.0,VLADIVOSTOK,RUS,1/9/22,41,1.171428571,2022-01,1.205882353,8,9.0,2.852941176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3429,412420976,,API-port,0,2,17,0,0,19,0,0,0,0,CHIMBOTE,PER,3.0,BUSAN,KOR,5/13/21,19,3.8,2021-05,1.1875,4,18.0,17.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3430,412420969,,API-port,0,0,30,0,1,31,0,0,0,0,CHIMBOTE,PER,3.0,ZHOUSHAN,CHN,4/24/20,31,6.2,2020-04,1.631578947,23,31.0,27.57894737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3431,440671000,,API-port,0,1,0,0,0,1,0,0,0,0,TARAWA,KIR,13.0,TONGYEONG,KOR,3/29/17,1,0.01754386,2017-03,1.0,0,68.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3432,553111750,,API-port,0,3,0,0,0,3,0,0,0,0,MAJURO,MHL,30.0,MAJURO,MHL,8/3/19,3,0.065217391,2019-08,1.0,0,39.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3433,412420814,,API-port,0,0,16,1,1,18,0,0,0,0,SUVA,FJI,4.0,ZHOUSHAN,CHN,3/5/21,18,2.0,2021-03,1.125,4,20.0,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3434,273844800,,API-port,0,0,0,0,2,2,0,0,0,0,KIRKENES,NOR,33.0,KIRKENES,NOR,8/25/22,2,0.028169014,2022-08,2.0,0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3435,273843200,,API-port,0,1,0,3,126,130,0,0,0,0,PETROPAVLOVSK,RUS,46.0,PETROPAVLOVSK,RUS,8/6/22,130,1.96969697,2022-08,2.096774194,3,3.0,3.290322581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3436,338793000,,API-port,0,2,0,0,0,2,0,0,0,0,MAJURO,MHL,30.0,RABAUL,PNG,8/9/20,2,0.045454545,2020-08,1.0,0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3437,412420977,,API-port,0,0,12,0,0,12,0,0,0,0,CHIMBOTE,PER,4.0,ZHOUSHAN,CHN,5/18/20,12,1.714285714,2020-05,1.0,4,30.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3438,412426098,,API-port,0,0,0,0,1,1,0,0,0,0,ZHOUSHAN,CHN,92.0,ZHOUSHAN,CHN,9/9/22,1,0.009433962,2022-09,1.0,0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3439,412426516,,API-port,0,0,0,0,1,1,0,0,0,0,ZHOUSHAN,CHN,76.0,ZHOUSHAN,CHN,1/4/17,1,0.011363636,2017-01,1.0,0,69.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3440,271072024,,API-port,0,3,0,0,1,4,0,0,0,0,POTI,GEO,104.0,SURMENE,TUR,10/31/21,4,0.017391304,2021-10,1.333333333,0,13.0,17.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3441,510070000,,API-port,0,1,0,0,0,1,0,0,0,0,MAJURO,MHL,15.0,MAJURO,MHL,12/30/21,1,0.025641026,2021-12,1.0,0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3442,533111749,,API-port,0,2,0,0,0,2,0,0,0,0,MAJURO,MHL,30.0,MAJURO,MHL,8/2/19,2,0.039215686,2019-08,1.0,0,39.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3443,273895100,,API-port,0,0,0,0,22,22,0,0,0,0,BELLSUND,SJM,20.0,TROMSO,NOR,9/9/22,22,0.231578947,2022-09,1.692307692,0,2.0,3.384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3444,412463901,,API-port,0,4,6,0,3,13,0,0,0,0,HONG KONG,CHN,2.0,HONG KONG,CHN,5/1/22,13,1.0,2022-05,1.166666667,1,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3445,273849310,,API-port,0,1,0,0,18,19,0,0,0,0,PETROPAVLOVSK-KAMCHATSKY,RUS,28.0,PETROPAVLOVSK-KAMCHATSKY,RUS,2/22/21,19,0.275362319,2021-02,1.266666667,0,20.0,25.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3446,416003483,,API-port,0,0,2,0,0,2,0,0,0,0,KAOHSIUNG,TWN,2.0,KAOHSIUNG,TWN,6/6/20,2,0.666666667,2020-06,1.0,0,29.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3447,412549243,,API-port,0,5,0,0,0,5,0,0,0,0,TARAWA,KIR,22.0,TARAWA,KIR,8/3/22,5,0.178571429,2022-08,2.5,0,3.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3448,273876000,,API-port,0,0,0,2,95,97,0,0,0,0,VLADIVOSTOK,RUS,18.0,KORSAKOV,RUS,9/7/22,97,2.155555556,2022-09,1.492307692,0,2.0,2.984615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3449,416253600,,API-port,0,10,7,0,2,19,0,0,0,0,KAOHSIUNG,TWN,8.0,KAOHSIUNG,TWN,6/3/22,19,0.76,2022-06,1.833333333,0,5.0,9.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3450,273893200,,API-port,0,0,0,0,27,27,0,0,0,0,YUZHNO-KURILSK,RUS,19.0,SHAKOTAN,RUS,4/4/22,27,0.428571429,2022-04,1.227272727,0,7.0,8.590909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3451,416241600,,API-port,0,5,0,0,2,7,0,0,0,0,KAOHSIUNG,TWN,15.0,KAOHSIUNG,TWN,6/22/22,7,0.159090909,2022-06,1.0,0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3452,416246500,,API-port,0,3,3,0,2,8,0,0,0,0,KAOHSIUNG,TWN,7.0,PORT LOUIS,MUS,5/16/22,8,0.32,2022-05,1.6,0,6.0,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3453,416005726,,API-port,0,5,0,1,0,6,0,0,0,0,CAPE TOWN,ZAF,13.0,CAPE TOWN,ZAF,4/18/22,6,0.461538462,2022-04,1.2,3,7.0,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3454,273332880,,API-port,0,0,0,2,6,8,0,0,0,0,BELLSUND,SJM,49.0,BJORNOYA,SJM,9/8/22,8,0.055944056,2022-09,2.0,0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3455,412421172,,API-port,0,0,11,0,0,11,0,0,0,0,PUNTA ARENAS,CHL,3.0,ZHOUSHAN,CHN,6/20/21,11,1.571428571,2021-06,1.222222222,0,17.0,20.77777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3456,412421177,,API-port,0,1,5,0,0,6,0,0,0,0,ZHOUSHAN,CHN,2.0,BUSAN,KOR,9/27/20,6,0.857142857,2020-09,1.0,1,25.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3457,557005700,,API-port,0,10,0,0,0,10,0,0,0,0,MAJURO,MHL,16.0,MANILA,PHL,8/29/22,10,0.169491525,2022-08,3.333333333,0,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3458,510091000,,API-port,0,10,0,0,0,10,0,0,0,0,TAFUNSAK,FSM,31.0,POHNPEI,FSM,9/9/22,10,0.178571429,2022-09,2.75,1,2.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3459,273447080,,API-port,0,0,0,0,129,129,0,0,0,0,KORSAKOV,RUS,31.0,PETROPAVLOVSK,RUS,7/14/22,129,0.969924812,2022-07,2.224137931,3,4.0,5.896551724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3460,412463903,,API-port,0,1,6,0,0,7,0,0,0,0,YANGJIANG,CHN,2.0,YANGJIANG,CHN,6/6/20,7,1.0,2020-06,1.0,6,29.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3461,412463904,,API-port,0,1,8,0,0,9,0,0,0,0,ZHOUSHAN,CHN,3.0,HONG KONG,CHN,6/19/20,9,0.818181818,2020-06,1.0,8,29.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3462,416505000,,API-port,0,4,8,0,5,17,0,0,0,0,KAOHSIUNG,TWN,18.0,PORT LOUIS,MUS,5/26/22,17,0.346938776,2022-05,1.307692308,0,6.0,7.846153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
3463,316036456,,API-port,0,3,0,0,0,3,0,0,0,0,PORT MCNEILL,CAN,2.0,PORT MCNEILL,CAN,3/23/22,3,0.085714286,2022-03,3.0,0,8.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
